"f_9094","Points:0","Points:1","Points:2"
9.3828e+06,0.00069812,-0.00012006,0
3.2793e+06,0.001511,0.01387,0
9.2433e+07,0.00017766,0.0003471,0
1.0148e+07,0.00079121,0.00078387,0
1.6098e+07,0.00078987,0.008765,0
2.2446e+07,0.00087239,0.0097851,0
2.089e+07,5.073e-05,-0.00026181,0
48068,0.012011,0.030942,0
8.7766e+06,0.00090715,0.014304,0
9.9994e+06,0.00094566,0.0079842,0
1.947e+06,0.00021962,-0.0018089,0
7.7738e+06,0.001143,0.0084677,0
6.9262e+06,0.0011434,0.0075084,0
6.2027e+06,0.00121,0.003658,0
3.5838e+06,0.0014242,0.013719,0
8184.6,0.00081543,-0.0080839,0
9.7948e+06,0.00082393,0.0025816,0
28353,0.00062167,-0.0060244,0
1.26e+07,0.00094907,0.011137,0
4.9274e+06,0.0014228,0.0071505,0
4.8096e+06,0.00089769,0.017138,0
8.6282e+05,0.0040218,-0.00020332,0
3.1208,0.017058,-0.046483,0
2.1435e+06,0.0032795,0.0023315,0
5044.5,0.016447,0.045423,0
1.7257e+05,0.00043292,-0.0039056,0
85126,0.014723,0.016993,0
1.7458e+08,0.00012494,0.00038672,0
1.1858e+07,0.00079053,0.014613,0
9.6934e+06,0.0010296,0.016905,0
6.8799e+06,0.0011173,0.016913,0
4.3814e+06,0.0015708,0.0032232,0
1.364e+06,0.0015679,0.018272,0
8.9444e+06,0.00088943,0.014193,0
1.5255e+07,0.0007966,0.0086195,0
7.5751e+06,0.0012062,0.016685,0
1.8515e+06,0.0019001,0.013003,0
1.3965e+07,0.00079505,0.0081878,0
4.3498e+06,0.0015454,0.0068102,0
1.2373e+07,0.00085559,0.0044477,0
1.4637e+07,0.00065098,0.0027801,0
49407,0.013696,0.0031571,0
7.4936e+06,0.0010889,0.01137,0
1.1386e+07,0.0008477,0.0063694,0
1.1378e+07,0.00084804,0.0063007,0
9.884e+05,0.0052977,0.0044283,0
1.1545e+07,0.00085916,0.005563,0
2.6527e+07,0.0007958,0.01024,0
7.0438e+06,0.0011154,0.0067761,0
3.9501e+06,0.001461,0.014666,0
1.7928e+07,0.00079579,0.01143,0
7.5e+06,0.0010224,0.0031112,0
6.4923e+06,0.0011993,0.0076185,0
1.0097e+07,0.000981,0.015447,0
8.0515e+06,0.00096913,0.014537,0
1.8348e+07,0.00060402,0.0034411,0
1.1455e+07,0.000718,0.0014206,0
1.0951e+07,0.00090266,0.015225,0
2.0034e+06,0.0034543,0.0037827,0
4.3921e+06,0.0011076,0.017063,0
7.3746e+06,0.00092802,0.012957,0
1.2167e+07,0.00083111,0.0056399,0
5.2437e+06,0.0013331,0.0020918,0
5.4545e+05,0.00031216,-0.0028751,0
8.848e+06,0.0010755,0.010972,0
6.6029e+07,0.00021965,0.0004175,0
1.6683e+07,0.00083618,0.015845,0
6.4261e+06,0.0011892,0.006122,0
2.8412e+06,0.0016681,0.010935,0
2.0114e+07,0.00090307,0.010107,0
1.3404e+07,0.00084864,0.011591,0
1.7454e+07,0.00083306,0.0159,0
1.1454e+07,0.00079679,0.012061,0
1.0185e+07,0.00090193,0.014953,0
7.8837e+07,0.00020682,0.00083257,0
9.5739e+06,0.00094358,0.0057666,0
1.4773e+06,0.0027253,0.010134,0
1.3061e+07,0.0007949,0.0075397,0
5.6187e+06,0.0012547,0.021176,0
1.8646e+06,0.0034433,0.0059477,0
1.2716e+07,0.00082419,0.0054351,0
1.1902e+07,0.001012,0.015996,0
1.7635e+07,0.00079498,0.0050715,0
1.3297e+07,0.0010414,0.010138,0
1.2709e+07,0.0008331,0.011732,0
11058,0.027571,0.0067135,0
5.2868e+06,0.0012747,0.011077,0
5.2562e+06,0.0014212,0.015762,0
4.3306e+06,0.0015591,0.015766,0
4.8391e+06,0.0011691,0.013284,0
7.7871e+06,0.0011096,0.0043858,0
1.5481e+06,0.0041393,0.0052831,0
380.43,0.007189,-0.017931,0
129.58,0.0017848,-0.021711,0
1.0095e+08,0.0001028,-1.4779e-06,0
1.0322e+07,0.00082689,0.014224,0
1.272e+06,0.0037209,0.0089277,0
4.3105e+06,0.001265,0.012025,0
8.0536e+06,0.00091598,0.013792,0
4.3336e+06,0.001229,0.012791,0
9.9311e+06,0.00095864,0.0080907,0
1.4093e+05,0.0060373,0.011265,0
2.3689e+06,0.0016337,0.012104,0
2.1158e+05,0.0041319,0.013024,0
9.5397e+06,0.00084402,0.0026689,0
3.7026e+06,0.0019397,0.0011057,0
1.4246e+07,0.00079457,0.008315,0
1.8715e+07,0.00063346,0.003948,0
2.2886e+08,0.00011184,0.00054537,0
3.7063e+07,0.00036793,0.0022026,0
1.3444e+07,0.00079064,0.0078044,0
1.7927e+05,0.0064128,0.010572,0
1.2031e+07,0.00079545,0.014708,0
7.1137e+06,0.00096712,0.013637,0
23122,0.012255,0.037041,0
2.5411e+06,0.0026949,0.0039506,0
2.0847e+07,0.00084581,0.0095205,0
4.9084e+06,0.0014572,0.0003414,0
3.4843e+06,0.00015074,-0.0013075,0
1.5551e+07,0.00074518,0.0043801,0
5.4307e+06,0.0013003,0.0022765,0
1.0165e+07,0.00086969,0.011968,0
1.2873e+07,0.00079064,0.0059456,0
1.0055e+07,0.00099078,0.0052143,0
7.0444e+06,0.00095411,0.013099,0
2.1678e+07,0.0004818,0.0018287,0
1.6307e+06,0.0024424,0.015452,0
8.1022e+06,0.0009858,0.0147,0
1.2706e+07,0.00087425,0.01545,0
9.7187e+06,0.0010174,0.0046559,0
1.8018e+06,0.0030425,0.0087503,0
1.0005e+07,0.00078948,0.013445,0
1.2731e+07,0.00079522,0.014949,0
1.6478e+07,0.00082826,0.0048565,0
1.0769e+07,0.00079485,0.014111,0
3.5234e+06,0.0018834,0.0057628,0
3.8551e+06,0.00099813,0.018859,0
1.3357e+05,0.0058187,0.014283,0
2.1828e+07,0.00083033,0.016201,0
1.0719e+07,0.0009181,0.0043929,0
3.7875e+06,0.0018715,0.00062559,0
1.3246e+07,0.00084569,0.0084618,0
6.5424e+06,0.0012268,0.0081463,0
9.1102e+06,0.0010252,0.015407,0
3.0543e+07,0.00078845,0.009845,0
1.6285e+07,0.00092405,0.0094424,0
1.8903e+06,0.0013493,-0.0015172,0
4.7471e+08,7.3031e-05,0.00028162,0
5.8327e+06,0.0011406,0.01177,0
6.1379e+06,0.0013108,0.0051928,0
3.2459e+08,9.1315e-05,0.00042688,0
1.952e+07,0.00056016,0.0028967,0
85329,0.014871,0.014126,0
2.3048e+07,0.00045114,0.0012948,0
1.2363e+07,0.00079274,0.014825,0
3.9821e+06,0.0017266,0.0030553,0
1.5552e+07,0.00058398,0.0016946,0
1.4734e+07,0.00079054,0.0051946,0
1.6331e+07,0.00078744,0.0047145,0
5.6168e+06,0.0011561,0.014305,0
7.0984e+06,0.0012272,0.0086426,0
1.2304e+07,0.00083094,0.0076532,0
1.8515e+07,0.00084813,0.011108,0
1.3686e+07,0.00087932,0.015663,0
57509,0.017121,0.0092533,0
1.1652e+07,0.00084434,0.0072366,0
1.3523e+06,0.0024675,0.014197,0
1.4462e+06,0.0044371,0.0039012,0
1.0579e+07,0.00079204,0.013985,0
1.3829e+07,0.00062221,0.00038777,0
9.8042e+06,0.00079107,0.012966,0
7.7541e+06,0.00092927,0.01237,0
1.2847e+07,0.00079117,0.0071473,0
4.9774e+06,0.001141,0.012892,0
1.1553e+07,0.00078936,0.014495,0
1.2986e+07,0.0007909,0.0074168,0
1.1886e+05,0.0095091,0.010184,0
93513,0.011277,0.0062034,0
1.8978e+05,0.0072527,0.009633,0
8.594e+06,0.00085874,0.013197,0
6.9058e+06,0.00113,0.011319,0
1.3758e+07,0.00079498,0.01522,0
1.1859e+07,0.00083206,0.0060967,0
1.0376e+07,0.0007915,0.013778,0
1.0815e+07,0.00088994,0.0076205,0
1.2078e+07,0.0008443,0.0043125,0
5.4995e+06,0.0013895,0.0043164,0
1.4635e+07,0.00079569,0.0084317,0
1.2501e+07,0.00093676,0.0089065,0
9.921e+06,0.00090284,0.011833,0
9.6881e+06,0.00084477,0.012217,0
8.012e+06,0.0010382,0.0071517,0
1.9455e+07,0.00056704,0.0031938,0
1.3644e+06,0.0025939,0.016232,0
8.4544e+06,0.0010413,0.0054791,0
1.9087e+07,0.00057748,0.003262,0
3.614e+06,0.0019324,0.0049729,0
5.3363e+07,0.00026071,0.00095079,0
2.6095e+07,0.00047856,0.0029705,0
8.969e+06,0.00084086,0.013236,0
4.0373e+06,0.0014577,0.010882,0
1.1036e+07,0.0010273,0.010689,0
6.4969e+06,0.0011809,0.0063801,0
7.8892e+06,0.00089468,0.012973,0
1.1039e+05,0.009322,0.012996,0
5.6346e+06,0.0012088,0.011399,0
3.2784e+07,0.00025253,-2.2562e-05,0
1.1817e+07,0.00084613,0.0075685,0
1.1386e+05,0.0052783,0.012056,0
1.308e+07,0.00017103,-0.0003907,0
1.5273e+07,0.00079589,0.011618,0
9.0943e+06,0.00096251,0.0065304,0
5.9314,0.019121,-0.040624,0
1.0952e+07,0.00074745,0.0010253,0
9.5211e+06,0.00083046,0.0010636,0
1.1779e+07,0.00083176,0.006425,0
3.3304e+06,0.0021534,0.0014866,0
1.2775e+07,0.00079003,0.0063964,0
2.096e+07,0.00083167,0.016148,0
6.0346e+06,0.0012189,0.0034909,0
4.6504e+06,0.0010753,0.019561,0
3.5029e+07,0.00034641,0.0011922,0
1.5838e+08,0.00012773,0.00030446,0
1.8108e+06,0.002045,0.013777,0
2.4103e+07,0.0005093,0.0031771,0
2.3898e+07,0.00045734,0.0019573,0
2.3089e+07,0.00052728,0.0032952,0
1.5575e+07,0.00079665,0.015542,0
11031,0.01919,0.036835,0
1.1183e+07,0.00078886,0.014316,0
3.4262e+06,0.0020064,0.0040837,0
9.6588e+05,0.0032781,0.010261,0
1.339e+07,0.00079063,0.0077456,0
1.3272e+07,0.00082571,0.015279,0
5.5334e+06,0.0012974,0.010838,0
1.9477e+07,0.00060849,0.0037999,0
1.1302e+07,0.00091288,0.011564,0
1.077e+07,0.00079575,0.012248,0
9.8466e+06,0.00079049,0.013264,0
4.9765e+06,0.0014611,0.0079999,0
1.2843e+07,0.00079063,0.0060044,0
149.4,0.029537,-0.022554,0
3.0916e+06,0.0020589,0.0072424,0
8.5863e+06,0.00089851,0.0013532,0
1.0257e+07,0.00096504,0.0084496,0
2.1455e+05,0.0043067,0.013406,0
9.8405e+06,0.0007906,0.013207,0
4.6691e+06,0.0013492,0.014798,0
3.0748e+06,0.0022265,0.0030761,0
2.0233e+07,0.0005896,0.0036821,0
9.9993e+06,0.00093211,0.015103,0
2577.4,0.00089393,-0.010754,0
3.3895e+07,0.00031633,0.00020998,0
9.4852e+06,0.00087154,0.0031787,0
1.389e+06,0.0022866,0.013525,0
3.8373e+06,0.0017969,0.0036706,0
9.9161e+06,0.00083155,0.0027826,0
2360.6,0.024939,-0.0085785,0
42696,0.017562,0.0059843,0
1.1054e+07,0.00079023,0.014256,0
4.6664e+07,0.00031416,0.0018767,0
2.2068e+07,0.00054594,0.0034119,0
1.0777e+08,0.00018134,0.0010182,0
2.7094e+06,0.0015971,0.013214,0
1.4135e+07,0.00078897,0.005255,0
4.1415e+06,0.0016056,0.0067231,0
1.2929e+06,0.0011606,0.01765,0
2.7542e+05,0.0051678,0.020575,0
7.313e+07,0.00023286,0.0013438,0
5.9142e+07,0.00026821,0.0015772,0
3.3556e+06,0.001977,0.0084142,0
3.4761e+06,0.0013763,0.012754,0
3.5016e+07,0.00038508,0.0023496,0
1.7819e+07,0.00067426,0.0042157,0
2.6564e+07,0.00082738,0.0098164,0
6.3184e+06,0.0012066,0.0059901,0
7.741e+06,0.0010661,0.0039901,0
1.2805e+07,0.00084316,0.0082229,0
1.4817e+06,0.0008635,0.017641,0
3.925e+06,0.0013035,0.012479,0
20505,0.023764,0.0092403,0
1826.2,0.0091084,-0.012614,0
5.1592e+07,0.00029481,0.0017578,0
9.1756e+06,0.00082995,0.013121,0
57079,0.011605,0.0020621,0
8.4531e+06,0.00090504,0.0022186,0
4.8513e+06,0.001062,-0.00055287,0
3.1146e+07,0.00078948,0.009909,0
4.4941e+06,0.001518,0.0070069,0
36270,0.0064197,-0.0039237,0
2.1783e+07,0.00079473,0.0050248,0
3.4772e+05,0.0035,0.011606,0
7.5485e+06,0.0011101,0.0078113,0
8.8871e+06,0.00086976,0.0015116,0
1.8168e+07,0.00062012,0.0036431,0
2.6165e+07,0.00042498,0.0016863,0
5.1178e+06,0.0014713,0.0083556,0
4.6661e+06,0.0013931,0.015056,0
3.2729e+06,0.0014277,0.012925,0
3.5174e+06,0.0018843,0.0080232,0
3754.5,0.03192,0.003482,0
51795,0.00043467,-0.0052355,0
5.458e+06,0.0011442,0.011968,0
2.4163e+07,0.00084326,0.0097502,0
1.3712e+07,0.0010065,0.00949,0
9.5813e+06,0.00093778,0.0071452,0
2.3123e+07,0.00084403,0.010209,0
6.7366e+06,0.0010839,0.0026496,0
6.0127e+06,0.0010857,0.014061,0
1.7682e+07,0.00078908,0.015753,0
4.0766e+07,0.0003456,0.0020817,0
1.7695e+07,0.00093622,0.010169,0
2.4775e+06,0.0025225,0.0069042,0
1.2907e+07,0.00078966,0.0069977,0
1.3227e+07,0.00085301,0.0046139,0
3.3789e+06,0.0014186,0.013076,0
1.5021e+07,0.00084417,0.011461,0
2.2226e+07,0.00079408,0.0094018,0
6.7859e+06,0.00096975,0.012864,0
3.1312e+07,0.00078866,0.0099625,0
3.9527e+06,0.0016788,0.0073783,0
98.386,0.027098,-0.026766,0
2.0434e+07,0.00079051,0.0092763,0
3.2139e+06,0.0020677,0.0055451,0
2.3723e+07,0.00086654,0.0099707,0
1.0859e+07,0.00087121,0.0063349,0
3.1236e+06,0.0014776,0.013231,0
3.1297e+06,0.0016917,0.016638,0
6.9932e+05,0.0058922,0.0064021,0
2.1921e+06,0.0026605,0.0088576,0
7.8468e+06,0.0009361,0.013994,0
1.836e+07,0.0006526,0.0040955,0
3.0492e+07,0.00079482,0.016444,0
9.9861e+06,7.1142e-05,-0.00053808,0
5.4108e+06,0.0012822,0.015056,0
9.6755e+06,0.00092506,0.0068088,0
8.0265e+06,0.0011296,0.015571,0
2.4724e+06,0.0020047,0.015397,0
2.0613e+08,0.00011987,0.00063213,0
2.1423e+06,0.0028973,0.006651,0
1.1893e+07,0.00084298,0.0075059,0
1.7655e+07,0.00051299,0.00030621,0
899.39,0.028924,-0.012104,0
1766.4,0.002684,-0.01206,0
88863,0.010251,0.0035382,0
5.6719e+05,0.006336,0.0052155,0
5.32e+06,0.0011153,0.013409,0
1.4533e+07,0.00087801,0.011348,0
1.5782e+07,0.00078884,0.0087077,0
252.82,0.040183,-0.013314,0
2.9648e+06,0.0015363,0.011371,0
5.5416e+06,0.0013048,0.0069295,0
63142,0.0083202,-0.00086693,0
1.4148e+07,0.0010306,0.0097764,0
2.5436e+06,0.0022188,0.0098253,0
43592,0.0098215,-0.000882,0
46127,0.015308,0.0039715,0
1.6195e+07,0.000676,0.0039089,0
1.3072e+07,0.00086556,0.0046483,0
2.2978e+07,0.0007897,0.010531,0
9.2104e+06,0.00095621,0.0040243,0
2.4516e+06,0.0016248,0.012564,0
9.9471e+06,0.00092041,0.0072155,0
8.8349e+05,0.00022021,-0.0024777,0
5.8708e+06,0.0010375,-0.00026375,0
6.4429e+06,0.00086088,-0.00039445,0
1.3678e+07,0.00078974,0.0079846,0
1.0106e+07,0.0008455,0.012092,0
1.0427e+07,0.00079051,0.012396,0
1.2206e+07,0.00080075,0.0039448,0
2.3725e+07,0.00078881,0.010448,0
1.3206e+07,0.00078857,0.005495,0
2.8362e+06,0.0024938,0.0015854,0
1.0144e+07,0.00083927,0.014287,0
1.658e+07,0.00096302,0.009681,0
1.0749e+07,0.0010026,0.0088564,0
6.4197e+06,0.0012171,0.015335,0
1.7552e+07,0.00071119,0.0044765,0
6.4014e+06,0.0013006,0.0047978,0
92053,0.012355,0.0083686,0
2.4007e+06,0.0017846,0.013872,0
1.8123e+07,0.00082627,0.0091871,0
1.853e+07,0.00078862,0.009095,0
7.8484e+06,0.0011038,0.0081948,0
1.798e+07,0.00078971,0.0090351,0
2.5389e+05,0.0073443,0.0027856,0
1.1793e+07,0.00086463,0.0079745,0
9.1525e+06,0.00099827,0.0043181,0
7.6649e+06,0.0010614,0.0063801,0
4.5051e+07,0.00032355,0.0019634,0
3958.7,0.025105,0.039624,0
2.9488e+06,0.0017128,0.010723,0
4.7503e+05,0.0037523,0.014357,0
11046,0.026281,0.028179,0
9.6939e+06,0.001038,0.0047679,0
1.7545e+06,0.0022331,0.016533,0
1.4607e+07,0.00080052,0.0045733,0
1.2112e+07,0.00078897,0.011972,0
483.2,0.045792,0.04578,0
8.7739e+06,0.00094878,0.0035895,0
3.055,0.0071213,-0.046274,0
1.269e+07,0.00079064,0.0066354,0
1.3821e+07,0.00078898,0.0081024,0
5.9749e+06,0.0013171,0.0082553,0
3.2405e+05,0.0072307,0.0067426,0
1.6886e+07,0.00065304,0.003766,0
17722,0.0046494,-0.0061621,0
1.1166e+07,0.00085797,0.0040819,0
9.8438e+06,0.00078851,0.013025,0
1.5001e+07,0.00084456,0.0051024,0
1.276e+07,0.00079001,0.0068153,0
7.6724e+06,0.0010108,0.01181,0
12.839,0.0024069,-0.027951,0
9.8383e+06,0.00079147,0.012785,0
5.984e+06,0.0010423,0.01328,0
2.8198e+07,0.00045018,0.0027924,0
8.0052e+06,0.00090205,0.013527,0
2.5903e+07,3.6536e-05,-0.00021657,0
3.5463e+05,0.0026925,-0.0025961,0
2.2846e+07,0.00079062,0.010717,0
2.0474e+07,0.00078897,0.015996,0
2.3272e+06,0.00096515,0.018097,0
1.1914e+07,0.00082969,0.0061509,0
1.1406e+07,0.00094944,0.015608,0
1.0321e+07,0.00098875,0.015576,0
6.4314e+07,7.8665e-05,-7.1669e-05,0
1.5166e+07,0.0008653,0.0090153,0
4271.7,0.035184,0.020095,0
1.2138e+05,0.0079961,0.011037,0
4.3434e+06,0.0016045,0.0056399,0
3.7536e+06,0.0013751,0.011646,0
2.0208e+05,0.0046964,-0.0018699,0
5.3197e+06,8.4038e-05,-0.00095658,0
4.4034e+07,3.6265e-05,-0.00013154,0
2.101e+07,0.00046926,0.0010044,0
3.3474e+06,0.001919,0.0061928,0
1.4054e+07,0.0006434,0.0023846,0
1.6902e+07,0.00082854,0.0090662,0
1.9609e+07,0.00053981,0.0025996,0
1.3563e+07,0.00086919,0.0087126,0
2.6749e+07,0.00083001,0.0098748,0
2.4968e+07,0.00049639,0.0031172,0
1.0808e+07,0.00084363,0.014678,0
1.4943e+07,0.00078852,0.015425,0
1.1658e+07,0.00088785,0.015303,0
9.9581e+06,0.00078979,0.012665,0
1.0164e+07,0.0009583,0.01535,0
1.1141e+07,0.00086669,0.0057755,0
1.1738e+07,0.0008365,0.0069013,0
1.0244e+07,0.00093938,0.015244,0
1.9126e+07,0.00078975,0.0091534,0
1.1908e+07,0.00083116,0.0068469,0
1.2436e+08,0.00015327,0.00050622,0
1.4794e+07,0.00091667,0.010723,0
3.41e+07,0.00035416,0.0014442,0
9.5219e+06,0.00094378,0.0072941,0
1.5683e+07,0.00092877,0.016131,0
1.7517e+07,0.0006951,0.0043528,0
1.2392e+05,0.0066258,-0.00090576,0
5.6591e+06,0.0011161,0.013953,0
9.9518e+06,0.00079913,0.0017282,0
6.8798e+06,0.0010812,0.014758,0
1.2085e+07,0.00096357,0.015802,0
3.6451e+05,0.0038438,0.01119,0
1.3436e+07,0.00099904,0.016175,0
55377,0.018438,0.018446,0
85.801,0.0099847,-0.02517,0
7.9939e+06,0.0012008,0.0089721,0
9.3237e+06,0.00090224,0.014577,0
4.0125e+06,0.0013609,0.014007,0
4.2474e+06,0.0012819,0.013641,0
3.9036e+06,0.0013181,0.013327,0
8.3989e+06,0.0011158,0.0086937,0
6.6402e+06,0.0011315,0.011433,0
9.9051e+06,0.0007904,0.013385,0
1.9334e+07,0.00087808,0.010325,0
7.53e+06,0.00093486,0.013589,0
4.6959e+05,0.0038738,-0.0014151,0
1.0589e+07,0.00082883,0.0144,0
8.4708e+06,0.00086526,0.012805,0
9.2597e+06,0.00082928,0.01335,0
8.2585e+06,0.00092133,0.002311,0
4.3642e+06,0.0016475,0.001177,0
2.5939e+07,0.00078816,0.009605,0
9.7483e+05,0.0042696,0.00050786,0
1.1453e+07,0.00084337,0.014918,0
3.5475e+06,0.0019225,0.00023703,0
1.1389e+07,0.00078913,0.014435,0
4.8036e+07,0.00079006,0.016775,0
3.3492e+06,0.0019657,0.0081477,0
4.2815e+06,0.001656,0.0016436,0
1.4296e+08,0.00015151,0.00084071,0
5.3836e+05,0.0027471,0.0364,0
2.5198e+06,0.0016171,0.01276,0
1.0032e+07,0.00093949,0.0078618,0
1.4258e+07,0.00084936,0.0047309,0
2.7186e+07,0.00078812,0.009665,0
1.7016e+07,0.00059603,0.0028485,0
1.2535e+07,0.00077321,0.0037504,0
1.9351e+07,0.00053206,0.0021601,0
1.1054e+06,0.00377,0.0092871,0
4.5913e+06,0.0012096,0.013368,0
1.7804e+07,0.00094725,0.016433,0
7.8414e+06,0.0011096,0.0053542,0
1.9798e+07,0.00078935,0.011341,0
2.5333e+07,0.00078934,0.010329,0
8.2752e+06,0.0010644,0.0081014,0
1.8639e+06,0.0018241,0.011548,0
5.3692e+06,0.0014329,0.0051374,0
4.5161e+06,0.0013356,0.01452,0
3.0797e+06,0.0022568,0.0024069,0
1.9544e+07,0.0007897,0.015935,0
4.1088e+06,0.0014695,0.010778,0
6.6223e+06,0.0010143,0.012258,0
6.6976e+06,0.001153,0.0068748,0
42053,0.011349,0.00015421,0
1.6853e+07,0.00058953,0.0025931,0
8.707e+06,0.00098402,0.0064401,0
5.3099e+05,0.0046395,0.0099496,0
4434.8,0.026548,-0.0036492,0
2815.4,0.028502,-0.0052053,0
1.5984e+07,0.00057852,0.0018748,0
1.295e+07,0.00078802,0.007235,0
1.1817e+07,0.00078747,0.014587,0
4.5913e+06,0.0012479,0.013972,0
1.0168e+07,0.00078686,0.013536,0
1.6816e+07,0.00078705,0.0088558,0
3.091e+07,0.0004218,0.0026097,0
2.3952e+07,0.00078749,0.011103,0
9.054,0.0075253,-0.034178,0
6.4027e+06,0.0014291,0.0096676,0
1.4095e+07,0.00064317,0.002318,0
8.1628e+06,0.00093532,0.012133,0
10642,0.019488,-0.0026142,0
1.5305e+07,0.00078795,0.008585,0
1.4182e+07,0.00078754,0.0082241,0
9.4567e+06,0.00094298,0.0061164,0
6.7723e+06,0.0010694,0.014579,0
2.9995e+07,0.00078532,0.010118,0
2.8859e+06,0.0023565,0.0043474,0
1.1898e+06,0.0022423,0.012668,0
3.4706e+06,0.0013791,0.01235,0
3.8732e+07,0.00035518,0.0021711,0
8.9235e+06,0.00093451,0.014636,0
2.164e+06,0.00089045,0.017925,0
4.8092e+06,0.0014008,0.015237,0
3.7884e+06,0.0015785,0.015163,0
2.1137e+07,0.00056809,0.003566,0
1.8747e+06,0.003655,0.0024883,0
9.6973e+07,0.00019406,0.0011079,0
29191,0.0013435,-0.0059102,0
2.794e+07,0.00078768,0.010206,0
3.3759e+07,0.00084431,0.016754,0
1.3145e+07,0.00078724,0.0075069,0
1.035e+07,0.00094139,0.0053653,0
8.8232e+05,0.0031632,0.010528,0
9.3942e+05,0.00493,0.0076899,0
1.7858e+07,0.00078797,0.011465,0
4.0129e+06,0.0014008,0.011184,0
2.4087e+07,0.00046373,0.0022829,0
82.647,0.039988,-0.022314,0
4.4418e+06,0.0012939,-0.00041345,0
6.3279e+06,0.0012595,0.010694,0
1.2796e+06,0.0020984,0.012062,0
1.2307e+07,0.00084497,0.015185,0
1.1527e+07,0.00078795,0.012095,0
4.5855e+06,0.0014986,0.0062593,0
1.7307e+07,0.0005417,0.0014787,0
1.3409e+07,0.00078712,0.011824,0
2.7943e+07,0.00041159,0.0017542,0
1.0372e+05,0.006962,0.012076,0
3.3445e+07,0.00039786,0.0024393,0
1.1906e+07,0.00096731,0.0089564,0
92989,0.013768,0.0157,0
2.2454e+07,0.00078849,0.016114,0
1.5554e+07,0.00097523,0.016356,0
1.0286e+07,0.00082471,0.01417,0
9.1944e+06,0.00096834,0.0075626,0
1.3004e+05,0.0095961,0.0068312,0
1.6592e+07,0.00078739,0.0051038,0
1.2135e+07,0.00071456,0.0023915,0
4.7112e+06,0.0013657,0.010907,0
2.6415e+07,0.0007894,0.016295,0
1.232e+06,0.0023582,0.013338,0
1.4824e+07,0.00078778,0.008465,0
6.7163e+07,0.00021703,0.00046772,0
1.2026e+07,0.00078716,0.014677,0
1.0804e+07,0.00078751,0.014076,0
1.6127e+07,0.00068952,0.0039711,0
1.1624e+07,0.0011161,0.009975,0
1.0063e+05,0.010378,0.0053001,0
8.7737e+06,0.00098671,0.0059754,0
9.0856e+06,0.00098642,0.0077742,0
4.8321e+06,0.00064997,-0.00088196,0
1.4696e+07,0.00092193,0.0092237,0
5.7971e+06,0.0010698,0.01243,0
1.1093e+07,0.00097343,0.0050944,0
3.6064e+07,0.00035736,0.001841,0
1.2091e+07,0.00088015,0.0083473,0
1.8105e+07,0.00066292,0.004183,0
9.1242e+06,0.0010555,0.011068,0
36.845,0.04084,-0.028568,0
6.6025e+06,0.0012516,0.0083653,0
9.5779e+05,0.0029647,0.014693,0
9.781e+06,0.00082686,0.012363,0
1.2739e+07,0.00078758,0.014916,0
6.3051e+06,0.0011448,0.002569,0
3.5969e+06,0.0016819,0.016346,0
3.2733e+06,0.0015345,0.01409,0
7.1081e+07,0.00079029,0.016923,0
9.6229e+06,0.00093933,0.0058882,0
1.5848e+07,0.0007878,0.011585,0
4.824,0.040129,-0.04596,0
1.4097e+07,0.00068063,0.0031067,0
9.486e+06,0.00097269,0.0079082,0
1.3496e+07,0.00079341,0.0053804,0
9.7468e+06,0.00098023,0.0082597,0
6.0094e+06,0.0012512,0.0074588,0
1.2452e+07,0.00087593,0.0045788,0
1.0922e+07,0.00078779,0.012215,0
1.3543e+06,0.0023708,0.010839,0
4.5288e+05,0.0030779,0.012322,0
4.3549e+06,0.0016635,0.0047656,0
1.3675e+07,0.00078994,0.015186,0
2.1786e+07,0.0007877,0.009365,0
9.701e+06,0.000856,0.014247,0
5.6197e+06,0.0012883,0.00038479,0
1.1316e+07,0.00086305,0.01178,0
1.4922e+06,0.0025463,0.015653,0
5.2449e+06,0.0012182,0.014432,0
5.636e+06,0.0010815,0.012634,0
21.544,0.046489,-0.032508,0
1.5918e+07,0.00078934,0.015576,0
52.731,0.01725,-0.02956,0
2.6961e+07,0.00039323,0.00054104,0
8.6145e+06,0.0011062,0.0048407,0
1.764e+07,0.00069449,0.0043901,0
2.4924e+06,0.002129,0.010131,0
4.2111e+07,0.00032555,0.0017148,0
3.2554e+06,0.0014548,0.013336,0
3.6288e+07,0.00032733,0.00082253,0
7.48e+06,0.0010193,0.014614,0
3.3527e+06,0.0020705,0.00045967,0
7.1737e+06,0.00095425,0.012592,0
1.0283e+07,0.0010282,0.015747,0
3.4434e+07,0.00084531,0.0168,0
9.8605e+06,0.00092341,0.0066259,0
1.7211e+06,0.0013628,0.018542,0
1.0455e+07,0.00079323,0.01387,0
6.66e+06,0.0010625,0.014367,0
1.0983e+07,0.0010331,0.010618,0
1.3051e+07,0.00082008,0.0043917,0
1.1612e+07,0.00076885,0.0032291,0
8.7635e+06,0.0010542,0.0083793,0
1.0584e+07,0.00089218,0.00735,0
4.722e+06,0.0012811,0.01438,0
8053.4,0.015048,-0.0064721,0
9.7509e+06,0.00092373,0.0063763,0
3.9597e+06,0.0014258,0.011075,0
2.0653e+07,0.00043742,0.00022338,0
3.8869e+06,0.00176,0.0082567,0
961.38,0.0012072,-0.013882,0
1.4824e+07,0.00057314,0.00025892,0
