"f_9094","Points:0","Points:1","Points:2"
0,0.00073894,0.0067025,0
0,0.00041743,0.0061573,0
0,0.00041743,0.0059477,0
0,0.00041832,0.011308,0
0,0.0007413,0.010683,0
0,0.00041743,0.0057381,0
0,0.00073597,0.0059954,0
0,0.0004665,0.017051,0
0,0.00073593,0.013045,0
0,0.00073966,0.014463,0
0,0.00073892,0.013543,0
0,0.00041788,0.024589,0
0,0.00073592,0.013255,0
0,0.00073142,0.0093459,0
0,0.00073596,0.0062051,0
0,0.00073591,0.013465,0
0,0.00041856,0.010454,0
0,0.00073503,0.01367,0
0,0.00041787,0.024439,0
0,0.00073594,0.0064148,0
0,0.00073891,0.013333,0
0,0.00073504,0.01388,0
0,0.00073893,0.0064927,0
0,0.00073104,0.01409,0
0,0.00073969,0.0072032,0
0,0.00073505,0.0066204,0
0,0.00073104,0.0143,0
0,0.00041785,0.024289,0
0,0.00073957,0.014673,0
0,0.00073103,0.014509,0
0,0.00050995,0.0053673,0
0,0.00073506,0.0068299,0
0,0.00073116,0.0091362,0
0,0.00073103,0.014719,0
0,0.00073103,0.014929,0
0,0.0007389,0.013123,0
0,0.0007311,0.015139,0
0,0.0007317,0.016396,0
0,0.0007311,0.015349,0
0,0.00073106,0.0070396,0
0,0.00073135,0.016188,0
0,0.0007311,0.015558,0
0,0.00073083,0.015978,0
0,0.00073083,0.015768,0
0,0.00041787,0.024139,0
0,0.00073115,0.0089266,0
0,0.00073105,0.0072493,0
0,0.00073116,0.0087169,0
0,0.00073105,0.0074589,0
0,0.00073114,0.0085073,0
0,0.00073891,0.006283,0
0,0.00073112,0.0076686,0
0,0.00073113,0.0082976,0
0,0.00073112,0.0078783,0
0,0.00073112,0.0080879,0
0,0.00073879,0.012284,0
0,0.00073889,0.012913,0
0,0.00073882,0.012493,0
0,0.00073886,0.012703,0
0,0.00041785,0.02399,0
0,0.00051124,0.0097884,0
0,0.00073882,0.0058635,0
0,0.00073887,0.0060732,0
0,0.00041784,0.02384,0
0,0.00073955,0.0074128,0
0,0.00073955,0.014883,0
0,0.00045933,0.0098244,0
0,0.00051338,0.0054011,0
0,0.00045323,0.0098589,0
0,0.00051321,0.011401,0
0,0.00044892,0.016773,0
0,0.0007396,0.015093,0
0,0.00059439,0.011312,0
0,0.00051335,0.019705,0
0,0.00051252,0.019556,0
0,0.00051336,0.019855,0
0,0.00073963,0.0076227,0
0,0.00051337,0.020005,0
0,0.00042219,0.0055761,0
0,0.00051337,0.020155,0
0,0.0004222,0.011576,0
0,0.00051253,0.019407,0
0,0.00051338,0.020304,0
0,0.00051338,0.020454,0
0,0.00051736,0.017207,0
0,0.00051339,0.020604,0
0,0.00051256,0.019257,0
0,0.0005134,0.020753,0
0,0.00063553,0.010136,0
0,0.00073907,0.010597,0
0,0.0005134,0.020903,0
0,0.00073966,0.015303,0
0,0.00051341,0.021053,0
0,0.00051258,0.019107,0
0,0.00051341,0.021203,0
0,0.00054301,0.026691,0
0,0.00054291,0.026541,0
0,0.00054291,0.026391,0
0,0.00054291,0.026242,0
0,0.00054292,0.026092,0
0,0.00054292,0.025942,0
0,0.00051342,0.021352,0
0,0.00054292,0.025793,0
0,0.00054293,0.025643,0
0,0.00042112,0.011383,0
0,0.00054293,0.025493,0
0,0.00054293,0.025344,0
0,0.00054294,0.025194,0
0,0.00065692,0.0098565,0
0,0.00054294,0.025044,0
0,0.00051451,0.026742,0
0,0.00054294,0.024894,0
0,0.00051343,0.021502,0
0,0.0007333,0.011388,0
0,0.0005126,0.018957,0
0,0.00051343,0.021652,0
0,0.00051397,0.021801,0
0,0.00041485,0.016978,0
0,0.00051398,0.021951,0
0,0.00051263,0.018808,0
0,0.00059605,0.016975,0
0,0.00046873,0.017,0
0,0.00051399,0.0221,0
0,0.00050626,0.024745,0
0,0.000514,0.02225,0
0,0.00050628,0.024595,0
0,0.0005063,0.024446,0
0,0.00050631,0.024296,0
0,0.00051401,0.0224,0
0,0.00050633,0.024146,0
0,0.00051265,0.018658,0
0,0.00050634,0.023997,0
0,0.00050636,0.023847,0
0,0.00051402,0.02255,0
0,0.00050637,0.023697,0
0,0.00050638,0.023547,0
0,0.00073614,0.011577,0
0,0.0005064,0.023398,0
0,0.00051403,0.022699,0
0,0.00050641,0.023248,0
0,0.00051115,0.023097,0
0,0.00051404,0.022849,0
0,0.00051267,0.018508,0
0,0.00051116,0.022948,0
0,0.00051404,0.022999,0
0,0.00051405,0.023148,0
0,0.00051273,0.023299,0
0,0.0005127,0.018359,0
0,0.00051118,0.022798,0
0,0.00051274,0.023449,0
0,0.00074187,0.0098997,0
0,0.00073971,0.015513,0
0,0.00051274,0.023599,0
0,0.00051275,0.023748,0
0,0.00051273,0.018209,0
0,0.00051119,0.022648,0
0,0.00073611,0.0055762,0
0,0.00051275,0.023898,0
0,0.00051276,0.024048,0
0,0.00073972,0.0078325,0
0,0.00051276,0.024197,0
0,0.00051121,0.022499,0
0,0.00051275,0.018059,0
0,0.00051277,0.024347,0
0,0.00051278,0.024497,0
0,0.00070279,0.011392,0
0,0.00051278,0.024647,0
0,0.00067655,0.010258,0
0,0.00051123,0.022349,0
0,0.00051277,0.017909,0
0,0.00051285,0.024797,0
0,0.00051469,0.024945,0
0,0.00051469,0.025095,0
0,0.00051125,0.022199,0
0,0.0005147,0.025244,0
0,0.00051355,0.017759,0
0,0.00051471,0.025394,0
0,0.00051471,0.025544,0
0,0.00051121,0.022049,0
0,0.00051472,0.025694,0
0,0.00051358,0.01761,0
0,0.00051472,0.025843,0
0,0.00051473,0.025993,0
0,0.00051474,0.026143,0
0,0.00051123,0.0219,0
0,0.00050871,0.0095696,0
0,0.00051362,0.01746,0
0,0.00051474,0.026292,0
0,0.00051475,0.026442,0
0,0.00073976,0.015722,0
0,0.00051476,0.026592,0
0,0.00051125,0.02175,0
0,0.0006998,0.010559,0
0,0.00051095,0.0216,0
0,0.00051096,0.021451,0
0,0.00066042,0.0051731,0
0,0.00041845,0.0053115,0
0,0.00062142,0.0097251,0
0,0.00051097,0.021301,0
0,0.00051098,0.021151,0
0,0.0007398,0.0080424,0
0,0.00051099,0.021001,0
0,0.00063238,0.0054602,0
0,0.000511,0.020852,0
0,0.00073981,0.015932,0
0,0.00073803,0.010264,0
0,0.00051101,0.020702,0
0,0.00042021,0.0099555,0
0,0.00051102,0.020552,0
0,0.00063177,0.01146,0
0,0.00051103,0.020403,0
0,0.00051103,0.020253,0
0,0.00051104,0.020103,0
0,0.00051105,0.019953,0
0,0.00070365,0.0095502,0
0,0.00074098,0.0053113,0
0,0.0006522,0.016622,0
0,0.00073986,0.016142,0
0,0.00051106,0.019804,0
0,0.00051107,0.019654,0
0,0.00060173,0.010422,0
0,0.00051884,0.0050826,0
0,0.00073988,0.0082522,0
0,0.00051106,0.019504,0
0,0.00045343,0.017505,0
0,0.00041749,0.0095068,0
0,0.00045343,0.017655,0
0,0.00059254,0.009591,0
0,0.00045342,0.017804,0
0,0.00069232,0.01099,0
0,0.00045341,0.017954,0
0,0.0004534,0.018104,0
0,0.00051107,0.019355,0
0,0.0004534,0.018254,0
0,0.00070269,0.005569,0
0,0.00073991,0.016352,0
0,0.00045353,0.018404,0
0,0.00045353,0.018553,0
0,0.0007027,0.011569,0
0,0.00045352,0.018703,0
0,0.00045351,0.018853,0
0,0.00045351,0.019003,0
0,0.0004535,0.019152,0
0,0.0004567,0.011571,0
0,0.00051109,0.019205,0
0,0.00045669,0.0055703,0
0,0.00045349,0.019302,0
0,0.00045349,0.019452,0
0,0.00046005,0.016542,0
0,0.00041837,0.010866,0
0,0.00045344,0.019602,0
0,0.00041837,0.01066,0
0,0.0004538,0.019751,0
0,0.00041841,0.010898,0
0,0.00041851,0.010692,0
0,0.0004538,0.019901,0
0,0.00045381,0.020051,0
0,0.00042621,0.0095524,0
0,0.00051111,0.019055,0
0,0.00045381,0.0202,0
0,0.00045381,0.02035,0
0,0.00070319,0.010765,0
0,0.0007378,0.010386,0
0,0.00045381,0.0205,0
0,0.00045382,0.02065,0
0,0.00045382,0.020799,0
0,0.00073997,0.0084621,0
0,0.00055411,0.011228,0
0,0.00045382,0.020949,0
0,0.00063665,0.017284,0
0,0.00045382,0.021099,0
0,0.00051113,0.018906,0
0,0.00045382,0.021249,0
0,0.00046701,0.026896,0
0,0.00045383,0.021398,0
0,0.00055343,0.010427,0
0,0.00045385,0.021548,0
0,0.00045386,0.021698,0
0,0.00041729,0.010956,0
0,0.00041986,0.017369,0
0,0.00045388,0.021848,0
0,0.00045389,0.021997,0
0,0.00045391,0.022147,0
0,0.00045392,0.022297,0
0,0.00051116,0.018756,0
0,0.00045394,0.022447,0
0,0.00051645,0.01717,0
0,0.00046366,0.026817,0
0,0.0004177,0.010809,0
0,0.00045395,0.022596,0
0,0.00045397,0.022746,0
0,0.00045398,0.022896,0
0,0.00041769,0.010603,0
0,0.000454,0.023046,0
0,0.00045401,0.023195,0
0,0.00045403,0.023345,0
0,0.00051118,0.018606,0
0,0.00045405,0.023495,0
0,0.00045406,0.023645,0
0,0.00045457,0.023795,0
0,0.00045485,0.023944,0
0,0.00045487,0.024094,0
0,0.00045487,0.024244,0
0,0.00045488,0.024393,0
0,0.0004549,0.024543,0
0,0.0005112,0.018456,0
0,0.00045495,0.024693,0
0,0.00053291,0.017257,0
0,0.00045562,0.024844,0
0,0.00045564,0.024993,0
0,0.00045566,0.025143,0
0,0.00045568,0.025293,0
0,0.00069337,0.009175,0
0,0.0004557,0.025443,0
0,0.00074005,0.0086719,0
0,0.00049662,0.017286,0
0,0.00069923,0.016487,0
0,0.00045572,0.025592,0
0,0.00073634,0.016741,0
0,0.00045571,0.025742,0
0,0.00051122,0.018307,0
0,0.00045573,0.025892,0
0,0.00069431,0.0089641,0
0,0.00053235,0.017121,0
0,0.00045575,0.026042,0
0,0.00045577,0.026192,0
0,0.00045579,0.026341,0
0,0.00059868,0.02664,0
0,0.00059868,0.026491,0
0,0.00059868,0.026341,0
0,0.00059868,0.026191,0
0,0.00073913,0.01117,0
0,0.00059868,0.026042,0
0,0.00045581,0.026491,0
0,0.00059869,0.025892,0
0,0.00059869,0.025742,0
0,0.00059869,0.025593,0
0,0.00059869,0.025443,0
0,0.00059869,0.025293,0
0,0.00045583,0.026641,0
0,0.00059869,0.025143,0
0,0.00059869,0.024994,0
0,0.00059869,0.024844,0
0,0.000599,0.024693,0
0,0.000599,0.024543,0
0,0.000599,0.024394,0
0,0.000599,0.024244,0
0,0.000599,0.024094,0
0,0.000599,0.023945,0
0,0.000599,0.023795,0
0,0.000599,0.023645,0
0,0.000677,0.01069,0
0,0.000599,0.023495,0
0,0.00069394,0.0087551,0
0,0.000599,0.023346,0
0,0.00059901,0.023196,0
0,0.00059901,0.023046,0
0,0.00060329,0.017169,0
0,0.00059901,0.022897,0
0,0.00059901,0.022747,0
0,0.00059901,0.022597,0
0,0.00059901,0.022447,0
0,0.00059901,0.022298,0
0,0.00051125,0.018157,0
0,0.00059901,0.022148,0
0,0.00059901,0.021998,0
0,0.00059901,0.021849,0
0,0.00063746,0.0096749,0
0,0.00059901,0.021699,0
0,0.00059901,0.021549,0
0,0.00059901,0.0214,0
0,0.00059901,0.02125,0
0,0.00059901,0.0211,0
0,0.00059901,0.02095,0
0,0.00059902,0.020801,0
0,0.00059902,0.020651,0
0,0.00059902,0.020501,0
0,0.00059902,0.020352,0
0,0.00059902,0.020202,0
0,0.00059902,0.020052,0
0,0.00059902,0.019903,0
0,0.00059902,0.019753,0
0,0.00059902,0.019603,0
0,0.00059902,0.019453,0
0,0.00059902,0.019304,0
0,0.00059902,0.019154,0
0,0.00059902,0.019004,0
0,0.00059902,0.018855,0
0,0.00059902,0.018705,0
0,0.00059902,0.018555,0
0,0.00059902,0.018406,0
0,0.00059902,0.018256,0
0,0.00059902,0.018106,0
0,0.00059902,0.017956,0
0,0.00059902,0.017807,0
0,0.00059899,0.017657,0
0,0.00059899,0.017507,0
0,0.00069351,0.0085463,0
0,0.00051127,0.018007,0
0,0.00046342,0.0053541,0
0,0.0005908,0.017407,0
0,0.00069348,0.0083367,0
0,0.00058887,0.017559,0
0,0.00050516,0.015778,0
0,0.00058887,0.017709,0
0,0.00058887,0.017858,0
0,0.00058886,0.018008,0
0,0.00058886,0.018158,0
0,0.00047281,0.024868,0
0,0.00058886,0.018307,0
0,0.00050501,0.015987,0
0,0.00058886,0.018457,0
0,0.00058886,0.018607,0
0,0.00047283,0.025018,0
0,0.00054299,0.016982,0
0,0.00058886,0.018757,0
0,0.00058885,0.018906,0
0,0.00047284,0.025168,0
0,0.00058908,0.019056,0
0,0.00050501,0.016197,0
0,0.00058908,0.019206,0
0,0.00058908,0.019355,0
0,0.00047286,0.025318,0
0,0.00059013,0.019504,0
0,0.00059013,0.019653,0
0,0.00047288,0.025467,0
0,0.00059013,0.019803,0
0,0.00059013,0.019953,0
0,0.00050513,0.016407,0
0,0.00059013,0.020102,0
0,0.00047289,0.025617,0
0,0.00059013,0.020252,0
0,0.00059013,0.020402,0
0,0.00059013,0.020551,0
0,0.0004729,0.025767,0
0,0.00059013,0.020701,0
0,0.00059013,0.020851,0
0,0.0005113,0.017858,0
0,0.00059013,0.021001,0
0,0.00059013,0.02115,0
0,0.00047292,0.025917,0
0,0.00059013,0.0213,0
0,0.00059013,0.02145,0
0,0.00059013,0.021599,0
0,0.00059013,0.021749,0
0,0.00047294,0.026066,0
0,0.00059013,0.021899,0
0,0.00059013,0.022048,0
0,0.00069346,0.0081271,0
0,0.00059013,0.022198,0
0,0.00059013,0.022348,0
0,0.00047295,0.026216,0
0,0.00059013,0.022498,0
0,0.00059013,0.022647,0
0,0.00059013,0.022797,0
0,0.00059013,0.022947,0
0,0.00059013,0.023096,0
0,0.00059013,0.023246,0
0,0.00050808,0.016619,0
0,0.00059013,0.023396,0
0,0.00059013,0.023545,0
0,0.00047297,0.026366,0
0,0.00059013,0.023695,0
0,0.00059013,0.023845,0
0,0.00059013,0.023995,0
0,0.00059012,0.024144,0
0,0.00059012,0.024743,0
0,0.00059012,0.024294,0
0,0.00059012,0.024593,0
0,0.00059012,0.024444,0
0,0.00054627,0.0053601,0
0,0.00047299,0.026516,0
0,0.000473,0.026665,0
0,0.00067646,0.010896,0
0,0.00050506,0.0093549,0
0,0.00074013,0.0088818,0
0,0.00069344,0.0079175,0
0,0.00051132,0.017708,0
0,0.0006934,0.015598,0
0,0.00074119,0.0099637,0
0,0.00069342,0.0077079,0
0,0.00069339,0.015388,0
0,0.00069395,0.011351,0
0,0.00051135,0.017558,0
0,0.00051989,0.017064,0
0,0.000549,0.017161,0
0,0.00060783,0.016607,0
0,0.00069338,0.015178,0
0,0.0006934,0.0074983,0
0,0.00069477,0.014966,0
0,0.00069475,0.0072863,0
0,0.00054742,0.010065,0
0,0.00069476,0.014756,0
0,0.00051107,0.017408,0
0,0.00060357,0.0092994,0
0,0.00069474,0.014546,0
0,0.00060211,0.0090904,0
0,0.00069474,0.0070767,0
0,0.00060211,0.0088808,0
0,0.0004161,0.016736,0
0,0.0006021,0.0086712,0
0,0.00069473,0.014337,0
0,0.0006021,0.0084617,0
0,0.00060209,0.0082521,0
0,0.00054612,0.0095832,0
0,0.00060392,0.016351,0
0,0.00060209,0.0080425,0
0,0.00069472,0.014127,0
0,0.00065176,0.011376,0
0,0.00060392,0.016141,0
0,0.00069472,0.0068671,0
0,0.00060209,0.0078329,0
0,0.00060392,0.015932,0
0,0.00060208,0.0076233,0
0,0.00060208,0.0074138,0
0,0.00069471,0.013917,0
0,0.00060208,0.0072042,0
0,0.00060355,0.015722,0
0,0.00060208,0.0069946,0
0,0.0006021,0.015513,0
0,0.00074021,0.0090916,0
0,0.00060208,0.006785,0
0,0.0006021,0.015303,0
0,0.00069471,0.0066576,0
0,0.00060209,0.015094,0
0,0.00060208,0.0065754,0
0,0.0006947,0.013707,0
0,0.00060209,0.014884,0
0,0.00060209,0.0063658,0
0,0.00060209,0.014674,0
0,0.00042147,0.0096534,0
0,0.00060209,0.0061563,0
0,0.00041997,0.0053963,0
0,0.00060209,0.014464,0
0,0.00060209,0.0059467,0
0,0.00060209,0.014255,0
0,0.0006021,0.0057371,0
0,0.00060209,0.014045,0
0,0.00060216,0.0055275,0
0,0.00060209,0.013835,0
0,0.0006947,0.013498,0
0,0.0006021,0.013625,0
0,0.0006021,0.013416,0
0,0.0006021,0.013206,0
0,0.00069469,0.006448,0
0,0.0006021,0.012996,0
0,0.0006021,0.012786,0
0,0.0006021,0.012577,0
0,0.00060211,0.012367,0
0,0.00060211,0.012157,0
0,0.00069469,0.013288,0
0,0.00060211,0.011947,0
0,0.00051784,0.026897,0
0,0.00060212,0.011738,0
0,0.00064923,0.011152,0
0,0.00060219,0.011528,0
0,0.00073807,0.011288,0
0,0.00073654,0.0053966,0
0,0.00069469,0.0062384,0
0,0.00069468,0.013078,0
0,0.00069263,0.0053716,0
0,0.00069468,0.012869,0
0,0.00069468,0.0060289,0
0,0.00046163,0.017454,0
0,0.00069467,0.012659,0
0,0.00046161,0.017604,0
0,0.00069467,0.012449,0
0,0.00069467,0.0058193,0
0,0.00046651,0.0093839,0
0,0.0005981,0.017362,0
0,0.00045995,0.010609,0
0,0.00045995,0.010814,0
0,0.00046159,0.017754,0
0,0.00069467,0.012239,0
0,0.00069111,0.0056132,0
0,0.00069216,0.012032,0
0,0.00046157,0.017904,0
0,0.00046194,0.016588,0
0,0.00046347,0.016441,0
0,0.00069217,0.011823,0
0,0.00046652,0.016226,0
0,0.00046652,0.016016,0
0,0.00046652,0.015807,0
0,0.00046155,0.018053,0
0,0.00074029,0.0093015,0
0,0.00069109,0.011614,0
0,0.00046153,0.018203,0
0,0.0004161,0.017214,0
0,0.00046151,0.018353,0
0,0.00046149,0.018503,0
0,0.00046251,0.0095878,0
0,0.00046147,0.018653,0
0,0.00055449,0.0092963,0
0,0.00055452,0.0090867,0
0,0.00055451,0.0088771,0
0,0.00046145,0.018802,0
0,0.00055451,0.0086675,0
0,0.00055418,0.011525,0
0,0.00055451,0.0084579,0
0,0.00055452,0.011734,0
0,0.00055452,0.011944,0
0,0.00055452,0.012153,0
0,0.0005545,0.0082484,0
0,0.00055452,0.012363,0
0,0.00055451,0.012573,0
0,0.00055451,0.012783,0
0,0.0005545,0.0080388,0
0,0.00066754,0.016835,0
0,0.00055451,0.012992,0
0,0.00055451,0.013202,0
0,0.0005545,0.0078292,0
0,0.00055451,0.013412,0
0,0.0005545,0.0076196,0
0,0.00055451,0.013622,0
0,0.0005545,0.013831,0
0,0.0005545,0.0074101,0
0,0.0005542,0.0055245,0
0,0.0005545,0.014041,0
0,0.0005545,0.0072005,0
0,0.0005545,0.014251,0
0,0.00055451,0.0057334,0
0,0.0005545,0.0069909,0
0,0.00055451,0.005943,0
0,0.0005545,0.014461,0
0,0.0005545,0.0067813,0
0,0.00055451,0.0061526,0
0,0.0005545,0.0065717,0
0,0.0005545,0.0063622,0
0,0.0005545,0.01467,0
0,0.0005545,0.01488,0
0,0.0005545,0.01509,0
0,0.0005545,0.0153,0
0,0.0005545,0.015509,0
0,0.00055447,0.015719,0
0,0.00046143,0.018952,0
0,0.00046141,0.019102,0
0,0.00046139,0.019252,0
0,0.00066923,0.0052625,0
0,0.00046137,0.019402,0
0,0.00056064,0.011041,0
0,0.0006097,0.010318,0
0,0.00046135,0.019551,0
0,0.00046134,0.019701,0
0,0.00046135,0.019851,0
0,0.00046135,0.020001,0
0,0.00059507,0.0098069,0
0,0.00046136,0.020151,0
0,0.00046136,0.0203,0
0,0.00055157,0.01668,0
0,0.00046136,0.02045,0
0,0.00046137,0.0206,0
0,0.00046137,0.02075,0
0,0.00051262,0.0094915,0
0,0.00046138,0.0209,0
0,0.00046138,0.021049,0
0,0.00057035,0.010292,0
0,0.00046138,0.021199,0
0,0.00046139,0.021349,0
0,0.00060805,0.005169,0
0,0.00046139,0.021499,0
0,0.0004614,0.021649,0
0,0.0004614,0.021799,0
0,0.00069097,0.01119,0
0,0.00046141,0.021948,0
0,0.00041696,0.011185,0
0,0.0004786,0.010123,0
0,0.00046141,0.022098,0
0,0.00046142,0.022248,0
0,0.00053908,0.026842,0
0,0.00046142,0.022398,0
0,0.00046143,0.022548,0
0,0.00046143,0.022697,0
0,0.00046143,0.022847,0
0,0.00046144,0.022997,0
0,0.00046144,0.023147,0
0,0.00046187,0.023296,0
0,0.00046187,0.023446,0
0,0.00046188,0.023596,0
0,0.00046189,0.023746,0
0,0.00051261,0.016334,0
0,0.00046484,0.023895,0
0,0.00046486,0.024045,0
0,0.00074239,0.0097575,0
0,0.00051261,0.016124,0
0,0.00046487,0.024194,0
0,0.0006505,0.01679,0
0,0.00051261,0.015914,0
0,0.00046488,0.024344,0
0,0.0004649,0.024494,0
0,0.00074201,0.010354,0
0,0.00046491,0.024644,0
0,0.00046489,0.024794,0
0,0.00046336,0.024944,0
0,0.00046411,0.025093,0
0,0.00046412,0.025243,0
0,0.00059194,0.017461,0
0,0.00046414,0.025393,0
0,0.00059194,0.017611,0
0,0.00059195,0.01776,0
0,0.00059195,0.01791,0
0,0.00046415,0.025542,0
0,0.00059195,0.01806,0
0,0.00059195,0.018209,0
0,0.00059195,0.018359,0
0,0.00046416,0.025692,0
0,0.00059195,0.018509,0
0,0.00059195,0.018659,0
0,0.00059195,0.018808,0
0,0.00046417,0.025842,0
0,0.00059195,0.018958,0
0,0.00059195,0.019108,0
0,0.00059195,0.019257,0
0,0.00059195,0.019407,0
0,0.00059191,0.026593,0
0,0.00046418,0.025992,0
0,0.00059195,0.019557,0
0,0.00059192,0.026443,0
0,0.00059195,0.019707,0
0,0.00059192,0.026293,0
0,0.00059195,0.019856,0
0,0.00059192,0.026144,0
0,0.00059195,0.020006,0
0,0.00059192,0.025994,0
0,0.0004642,0.026141,0
0,0.00059195,0.020156,0
0,0.00059192,0.025844,0
0,0.00059195,0.020305,0
0,0.00059192,0.025695,0
0,0.00059195,0.020455,0
0,0.00059192,0.025545,0
0,0.00059195,0.020605,0
0,0.00059193,0.025395,0
0,0.00059195,0.020754,0
0,0.00059193,0.025245,0
0,0.00046421,0.026291,0
0,0.00059195,0.020904,0
0,0.00059193,0.025096,0
0,0.00059195,0.021054,0
0,0.00059193,0.024946,0
0,0.00059195,0.021204,0
0,0.00059193,0.024796,0
0,0.00059195,0.021353,0
0,0.00059193,0.024647,0
0,0.00059195,0.021503,0
0,0.00059193,0.024497,0
0,0.00059195,0.021653,0
0,0.00059194,0.024347,0
0,0.00059195,0.021802,0
0,0.00059194,0.024198,0
0,0.00059195,0.021952,0
0,0.00046422,0.026441,0
0,0.00059194,0.024048,0
0,0.00059195,0.022102,0
0,0.00059194,0.023898,0
0,0.00059195,0.022251,0
0,0.00059194,0.023748,0
0,0.00059195,0.022401,0
0,0.00059194,0.023599,0
0,0.00059195,0.022551,0
0,0.00059194,0.023449,0
0,0.00059195,0.022701,0
0,0.00059194,0.023299,0
0,0.00059194,0.02285,0
0,0.00059194,0.02315,0
0,0.00059194,0.023,0
0,0.00046423,0.026591,0
0,0.00055666,0.016871,0
0,0.00073207,0.010971,0
0,0.00070413,0.016977,0
0,0.00069949,0.01659,0
0,0.00059216,0.026742,0
0,0.0004632,0.026741,0
0,0.00059334,0.017273,0
0,0.00054526,0.0093741,0
0,0.00054795,0.016422,0
0,0.00054531,0.016216,0
0,0.00054531,0.016006,0
0,0.00054532,0.015797,0
0,0.0004146,0.016888,0
0,0.00049837,0.017087,0
0,0.00045174,0.017357,0
0,0.00066568,0.0159,0
0,0.00066568,0.01611,0
0,0.00066568,0.016319,0
0,0.00069211,0.01081,0
0,0.00069821,0.0093832,0
0,0.00049813,0.0051752,0
0,0.00055554,0.01734,0
0,0.00051524,0.026691,0
0,0.00069235,0.010603,0
0,0.00051509,0.026541,0
0,0.00051509,0.026391,0
0,0.0005151,0.026242,0
0,0.00051511,0.026092,0
0,0.00051512,0.025942,0
0,0.00070191,0.016437,0
0,0.00051512,0.025792,0
0,0.00055528,0.015929,0
0,0.00055528,0.016139,0
0,0.00051513,0.025643,0
0,0.00055528,0.016349,0
0,0.00051514,0.025493,0
0,0.00051515,0.025343,0
0,0.0006985,0.016225,0
0,0.00053958,0.024744,0
0,0.00051515,0.025194,0
0,0.00055294,0.0095054,0
0,0.00074177,0.0096368,0
0,0.00053958,0.024594,0
0,0.00051516,0.025044,0
0,0.00053959,0.024444,0
0,0.00053959,0.024295,0
0,0.00051517,0.024894,0
0,0.0005396,0.024145,0
0,0.0005396,0.023995,0
0,0.00069848,0.016015,0
0,0.00053961,0.023846,0
0,0.00041963,0.010374,0
0,0.00052093,0.017308,0
0,0.00053961,0.023696,0
0,0.00053961,0.023546,0
0,0.00050885,0.016857,0
0,0.00053962,0.023397,0
0,0.00062665,0.016952,0
0,0.00053962,0.023247,0
0,0.00069847,0.015805,0
0,0.00054206,0.02674,0
0,0.00054003,0.023097,0
0,0.00054003,0.022947,0
0,0.00054004,0.022798,0
0,0.00045949,0.010986,0
0,0.00054006,0.022648,0
0,0.00059395,0.02683,0
0,0.00054007,0.022498,0
0,0.00054008,0.022349,0
0,0.00054995,0.01721,0
0,0.00054009,0.022199,0
0,0.0005401,0.022049,0
0,0.00054011,0.021899,0
0,0.00044624,0.0056185,0
0,0.00044467,0.0058282,0
0,0.00044467,0.0060378,0
0,0.00044627,0.011619,0
0,0.00060645,0.011358,0
0,0.00044467,0.0062474,0
0,0.0004447,0.011829,0
0,0.00044466,0.006457,0
0,0.00044471,0.012039,0
0,0.00044471,0.012248,0
0,0.00044466,0.0066665,0
0,0.00044471,0.012458,0
0,0.00044466,0.0068761,0
0,0.00044471,0.012668,0
0,0.00044471,0.012878,0
0,0.00044466,0.0070857,0
0,0.00044471,0.013087,0
0,0.00044466,0.0072953,0
0,0.00044471,0.013297,0
0,0.00044466,0.0075048,0
0,0.00044471,0.013507,0
0,0.00044471,0.013716,0
0,0.00044466,0.0077144,0
0,0.00044471,0.013926,0
0,0.00044467,0.007924,0
0,0.00044471,0.014136,0
0,0.00044467,0.0081336,0
0,0.00044471,0.014346,0
0,0.00044467,0.0083432,0
0,0.00044471,0.014555,0
0,0.00044471,0.014765,0
0,0.00044467,0.0085527,0
0,0.00044471,0.014975,0
0,0.00044467,0.0087623,0
0,0.00044471,0.015185,0
0,0.00044467,0.0089719,0
0,0.00044471,0.015394,0
0,0.00044466,0.0091815,0
0,0.00044471,0.015604,0
0,0.00073864,0.011198,0
0,0.00054012,0.02175,0
0,0.00054011,0.0216,0
0,0.00059991,0.011181,0
0,0.00054012,0.02145,0
0,0.00054013,0.021301,0
0,0.00060261,0.010067,0
0,0.00054014,0.021151,0
0,0.00058354,0.010093,0
0,0.00060164,0.009512,0
0,0.00054015,0.021001,0
0,0.00054016,0.020852,0
0,0.00046939,0.0111,0
0,0.00073471,0.010088,0
0,0.00054017,0.020702,0
0,0.00069829,0.0092558,0
0,0.00062408,0.011133,0
0,0.00049721,0.0098994,0
0,0.00069952,0.0090476,0
0,0.00063635,0.016702,0
0,0.00069955,0.008838,0
0,0.00054019,0.020552,0
0,0.00056045,0.010243,0
0,0.00070002,0.01568,0
0,0.0006996,0.0086284,0
0,0.00070004,0.01547,0
0,0.00045966,0.016307,0
0,0.00045967,0.016098,0
0,0.00045967,0.015888,0
0,0.00070006,0.015261,0
0,0.0006996,0.0084188,0
0,0.00045963,0.0094651,0
0,0.00070009,0.015051,0
0,0.0005402,0.020403,0
0,0.00069964,0.0082092,0
0,0.00070017,0.014841,0
0,0.00047829,0.016848,0
0,0.00070019,0.014631,0
0,0.00070005,0.0080001,0
0,0.00070022,0.014422,0
0,0.00070025,0.014212,0
0,0.00070008,0.0077904,0
0,0.00074248,0.0094501,0
0,0.00070028,0.014002,0
